Año,Trimestre,Provincia,Accesos telefonía fija por cada 100 hab,Accesos telefonía fija por cada 100 hogares,Ingresos (miles de $)
2020,4,Tucumán,10.65,42.99,1975030398
2021,1,Buenos Aires,18.32,55.58,2137866768
2021,1,Capital Federal,45.39,109.28,2137866768
2021,1,Catamarca,6.42,25.24,2137866768
2021,1,Chaco,6.32,23.63,2137866768
2021,1,Chubut,11.87,38.72,2137866768
2021,1,Córdoba,13.98,45.65,2137866768
2021,1,Corrientes,7.06,26.79,2137866768
2021,1,Entre Ríos,12.19,40.77,2137866768
2021,1,Formosa,5.18,20.35,2137866768
2021,1,Jujuy,5.59,21.87,2137866768
2021,1,La Pampa,19.91,60.42,2137866768
2021,1,La Rioja,6.19,23.25,2137866768
2021,1,Mendoza,9.9,35.47,2137866768
2021,1,Misiones,6.53,23.98,2137866768
2021,1,Neuquén,11.25,37.8,2137866768
2021,1,Río Negro,11.1,36.1,2137866768
2021,1,Salta,6.78,28.01,2137866768
2021,1,San Juan,9.61,37.74,2137866768
2021,1,San Luis,6.8,23.77,2137866768
2021,1,Santa Cruz,7.43,24.95,2137866768
2021,1,Santa Fe,16.16,51.4,2137866768
2021,1,Santiago del Estero,6.38,25.69,2137866768
2021,1,Tierra del Fuego,12.54,42.3,2137866768
2021,1,Tucumán,9.67,39.03,2137866768
2021,2,Buenos Aires,13.65,41.31,2217875189
2021,2,Capital Federal,27.67,66.68,2217875189
2021,2,Catamarca,6.44,25.34,2217875189
2021,2,Chaco,6.3,23.56,2217875189
2021,2,Chubut,11.82,38.57,2217875189
2021,2,Córdoba,13.31,43.49,2217875189
2021,2,Corrientes,7.19,27.3,2217875189
2021,2,Entre Ríos,12.17,40.7,2217875189
2021,2,Formosa,5.31,20.86,2217875189
2021,2,Jujuy,4.77,18.67,2217875189
2021,2,La Pampa,19.91,60.42,2217875189
2021,2,La Rioja,5.69,21.37,2217875189
2021,2,Mendoza,9.86,35.33,2217875189
2021,2,Misiones,6.45,23.67,2217875189
2021,2,Neuquén,11.2,37.63,2217875189
2021,2,Río Negro,11.26,36.6,2217875189
2021,2,Salta,6.76,27.92,2217875189
2021,2,San Juan,9.59,37.64,2217875189
2021,2,San Luis,6.78,23.69,2217875189
2021,2,Santa Cruz,7.39,24.84,2217875189
2021,2,Santa Fe,15.71,49.96,2217875189
2021,2,Santiago del Estero,6.02,24.26,2217875189
2021,2,Tierra del Fuego,12.46,42.04,2217875189
2021,2,Tucumán,8.27,33.37,2217875189
2021,3,Buenos Aires,18.01,54.38,2078999521
2021,3,Capital Federal,44.45,107.27,2078999521
2021,3,Catamarca,5.93,23.32,2078999521
2021,3,Chaco,6.11,22.88,2078999521
2021,3,Chubut,11.77,38.41,2078999521
2021,3,Córdoba,12.85,41.97,2078999521
2021,3,Corrientes,6.95,26.41,2078999521
2021,3,Entre Ríos,11.82,39.52,2078999521
2021,3,Formosa,5.03,19.76,2078999521
2021,3,Jujuy,4.55,17.8,2078999521
2021,3,La Pampa,19.98,60.65,2078999521
2021,3,La Rioja,5.48,20.59,2078999521
2021,3,Mendoza,9.83,35.23,2078999521
2021,3,Misiones,6.24,22.92,2078999521
2021,3,Neuquén,11.15,37.46,2078999521
2021,3,Río Negro,11.18,36.33,2078999521
2021,3,Salta,6.57,27.14,2078999521
2021,3,San Juan,9.56,37.54,2078999521
2021,3,San Luis,6.76,23.62,2078999521
2021,3,Santa Cruz,7.34,24.68,2078999521
2021,3,Santa Fe,15.25,48.48,2078999521
2021,3,Santiago del Estero,5.85,23.59,2078999521
2021,3,Tierra del Fuego,12.39,41.79,2078999521
2021,3,Tucumán,7.84,31.64,2078999521
2021,4,Buenos Aires,18.81,56.67,4061605917
2021,4,Capital Federal,46.77,112.99,4061605917
2021,4,Catamarca,7.11,27.94,4061605917
2021,4,Chaco,7.51,28.1,4061605917
2021,4,Chubut,10.94,35.71,4061605917
2021,4,Córdoba,15.46,50.49,4061605917
2021,4,Corrientes,8.71,33.08,4061605917
2021,4,Entre Ríos,14.92,49.89,4061605917
2021,4,Formosa,6.0,23.56,4061605917
2021,4,Jujuy,5.72,22.35,4061605917
2021,4,La Pampa,19.95,60.55,4061605917
2021,4,La Rioja,6.76,25.41,4061605917
2021,4,Mendoza,10.23,36.67,4061605917
2021,4,Misiones,7.78,28.58,4061605917
2021,4,Neuquén,10.88,36.55,4061605917
2021,4,Río Negro,11.48,37.33,4061605917
2021,4,Salta,8.4,34.69,4061605917
2021,4,San Juan,8.49,33.34,4061605917
2021,4,San Luis,6.46,22.58,4061605917
2021,4,Santa Cruz,7.51,25.23,4061605917
2021,4,Santa Fe,18.49,58.79,4061605917
2021,4,Santiago del Estero,6.78,27.34,4061605917
2021,4,Tierra del Fuego,10.81,36.46,4061605917
2021,4,Tucumán,9.73,39.28,4061605917
2022,1,Buenos Aires,19.11,57.95,2488113236
2022,1,Capital Federal,49.05,118.08,2488113236
2022,1,Catamarca,7.28,28.63,2488113236
2022,1,Chaco,7.07,26.44,2488113236
2022,1,Chubut,11.79,38.48,2488113236
2022,1,Córdoba,15.47,50.53,2488113236
2022,1,Corrientes,7.96,30.23,2488113236
2022,1,Entre Ríos,13.73,45.91,2488113236
2022,1,Formosa,5.6,22.02,2488113236
2022,1,Jujuy,6.34,24.8,2488113236
2022,1,La Pampa,20.16,61.18,2488113236
2022,1,La Rioja,7.02,26.37,2488113236
2022,1,Mendoza,9.89,35.44,2488113236
2022,1,Misiones,7.27,26.68,2488113236
2022,1,Neuquén,11.21,37.66,2488113236
2022,1,Río Negro,11.16,36.28,2488113236
2022,1,Salta,7.69,31.76,2488113236
2022,1,San Juan,9.61,37.71,2488113236
2022,1,San Luis,6.8,23.74,2488113236
2022,1,Santa Cruz,7.43,24.98,2488113236
2022,1,Santa Fe,17.84,56.72,2488113236
2022,1,Santiago del Estero,6.93,27.91,2488113236
2022,1,Tierra del Fuego,12.54,42.3,2488113236
2022,1,Tucumán,10.96,44.25,2488113236
