Año,Trimestre,Provincia,Accesos por cada 100 hogares,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Ingresos (miles de pesos),Periodo
2015,3,La Rioja,17.15,16.725,- 0,16,2,28.0,5153739,Jul-Sept 2015
2015,3,Mendoza,32.49,153.299,13.030,2.572,42,1.88,5153739,Jul-Sept 2015
2015,3,Misiones,28.31,59.921,31.635,46,5,15.0,5153739,Jul-Sept 2015
2015,3,Neuquén,54.6,47.102,36.620,1.045,13.051,2.798,5153739,Jul-Sept 2015
2015,3,Río Negro,46.39,66.806,27.130,917,3.415,1.346,5153739,Jul-Sept 2015
2015,3,Salta,31.18,78.064,21.688,47,129,645.0,5153739,Jul-Sept 2015
2015,3,San Juan,27.67,48.670,451,770,1.231,908.0,5153739,Jul-Sept 2015
2015,3,San Luis,9.71,11.432,1.025,354,31,377.0,5153739,Jul-Sept 2015
2015,3,Santa Cruz,27.61,15.540,2.718,396,5.226,2.391,5153739,Jul-Sept 2015
2015,3,Santa Fe,52.15,337.042,209.673,4.169,4.426,1.428,5153739,Jul-Sept 2015
2015,3,Santiago Del Estero,17.12,33.886,4.365,19,1.097,30.0,5153739,Jul-Sept 2015
2015,3,Tierra Del Fuego,74.86,22.636,8.085,665,1,2.35,5153739,Jul-Sept 2015
2015,3,Tucumán,36.61,142.925,1.135,116,88,50.0,5153739,Jul-Sept 2015
2015,2,Buenos Aires,56.8,1.581.770,1.141.052,115.660,19.268,26.04,4701791,Abr-Jun 2015
2015,2,Capital Federal,116.07,453.178,858.342,19.786,2.172,12.806,4701791,Abr-Jun 2015
2015,2,Catamarca,25.45,25.387,242,15,1,34.0,4701791,Abr-Jun 2015
2015,2,Chaco,27.46,55.767,27.809,179,52,41.0,4701791,Abr-Jun 2015
2015,2,Chubut,36.58,43.949,762,916,13.055,4.803,4701791,Abr-Jun 2015
2015,2,Córdoba,55.87,348.130,255.596,435,5.199,386.0,4701791,Abr-Jun 2015
2015,2,Corrientes,29.58,55.238,26.553,157,1.321,47.0,4701791,Abr-Jun 2015
2015,2,Entre Ríos,42.93,113.378,49.767,119,6.031,197.0,4701791,Abr-Jun 2015
2015,2,Formosa,18.36,21.097,5.164,2,737,50.0,4701791,Abr-Jun 2015
2015,2,Jujuy,20.29,32.183,5.482,22,- 0,35.0,4701791,Abr-Jun 2015
2015,2,La Pampa,56.71,12.756,40.825,3.719,6.190,562.0,4701791,Abr-Jun 2015
2015,2,La Rioja,16.88,16.463,- 0,16,2,28.0,4701791,Abr-Jun 2015
2015,2,Mendoza,32.49,153.301,13.030,2.572,38,1.882,4701791,Abr-Jun 2015
2015,2,Misiones,27.35,59.179,29.283,37,5,15.0,4701791,Abr-Jun 2015
2015,2,Neuquén,53.12,47.078,34.183,1.044,12.781,2.799,4701791,Abr-Jun 2015
2015,2,Río Negro,45.98,66.738,26.268,916,3.457,1.348,4701791,Abr-Jun 2015
2015,2,Salta,30.46,77.214,20.297,47,129,580.0,4701791,Abr-Jun 2015
2015,2,San Juan,27.64,48.670,451,770,1.189,908.0,4701791,Abr-Jun 2015
2015,2,San Luis,9.71,11.432,1.025,354,33,377.0,4701791,Abr-Jun 2015
2015,2,Santa Cruz,27.07,15.343,2.707,396,4.917,2.4,4701791,Abr-Jun 2015
2015,2,Santa Fe,51.18,333.117,204.685,2.877,4.320,1.389,4701791,Abr-Jun 2015
2015,2,Santiago Del Estero,17.11,33.873,4.365,19,1.091,30.0,4701791,Abr-Jun 2015
2015,2,Tierra Del Fuego,74.51,22.636,7.927,665,1,2.35,4701791,Abr-Jun 2015
2015,2,Tucumán,35.69,139.944,479,116,88,50.0,4701791,Abr-Jun 2015
2015,1,Buenos Aires,56.37,1.583.135,1.096.836,134.177,18.754,28.94,4876385,Ene-Mar 2015
2015,1,Capital Federal,114.9,454.934,841.743,19.334,1.994,14.716,4876385,Ene-Mar 2015
2015,1,Catamarca,25.11,25.033,241,16,1,41.0,4876385,Ene-Mar 2015
2015,1,Chaco,26.65,54.952,26.161,164,27,56.0,4876385,Ene-Mar 2015
2015,1,Chubut,37.61,45.645,717,906,12.540,5.465,4876385,Ene-Mar 2015
2015,1,Córdoba,54.7,343.883,247.564,415,4.645,450.0,4876385,Ene-Mar 2015
2015,1,Corrientes,28.95,54.649,25.372,129,1.319,62.0,4876385,Ene-Mar 2015
2015,1,Entre Ríos,42.07,112.363,47.411,108,5.943,245.0,4876385,Ene-Mar 2015
2015,1,Formosa,18.12,21.022,4.951,1,670,56.0,4876385,Ene-Mar 2015
2015,1,Jujuy,19.69,31.505,5.048,22,- 0,36.0,4876385,Ene-Mar 2015
2015,1,La Pampa,55.51,13.143,39.571,3.215,6.164,604.0,4876385,Ene-Mar 2015
2015,1,La Rioja,16.7,16.282,- 0,16,2,33.0,4876385,Ene-Mar 2015
2015,1,Mendoza,32.37,152.433,13.030,2.542,29,2.126,4876385,Ene-Mar 2015
2015,1,Misiones,26.31,58.262,26.836,30,5,13.0,4876385,Ene-Mar 2015
2015,1,Neuquén,51.95,47.518,32.152,1.024,12.088,2.96,4876385,Ene-Mar 2015
2015,1,Río Negro,45.33,66.274,25.217,907,3.473,1.462,4876385,Ene-Mar 2015
2015,1,Salta,30.01,76.280,19.781,47,129,574.0,4876385,Ene-Mar 2015
2015,1,San Juan,27.55,48.441,451,755,1.165,1.007,4876385,Ene-Mar 2015
2015,1,San Luis,9.72,11.414,1.025,351,30,412.0,4876385,Ene-Mar 2015
2015,1,Santa Cruz,27.99,16.215,2.700,392,4.772,2.562,4876385,Ene-Mar 2015
2015,1,Santa Fe,50.24,328.809,199.037,2.845,4.239,1.507,4876385,Ene-Mar 2015
2015,1,Santiago Del Estero,17.06,33.813,4.365,19,1.020,35.0,4876385,Ene-Mar 2015
2015,1,Tierra Del Fuego,74.23,22.291,7.924,657,1,2.583,4876385,Ene-Mar 2015
2015,1,Tucumán,35.08,137.857,115,116,88,100.0,4876385,Ene-Mar 2015
2014,4,Buenos Aires,56.09,1.575.978,1.070.135,120.528,17.728,32.038,3950441,Oct-Dic 2014
2014,4,Capital Federal,114.9,455.785,840.224,17.155,1.962,15.394,3950441,Oct-Dic 2014
2014,4,Catamarca,25.51,25.192,241,16,- 0,44.0,3950441,Oct-Dic 2014
2014,4,Chaco,21.87,55.024,10.918,31,- 0,62.0,3950441,Oct-Dic 2014
2014,4,Chubut,40.25,48.539,697,891,12.256,6.159,3950441,Oct-Dic 2014
2014,4,Córdoba,54.7,345.157,240.452,419,3.918,486.0,3950441,Oct-Dic 2014
2014,4,Corrientes,23.56,54.754,9.526,40,1.315,75.0,3950441,Oct-Dic 2014
2014,4,Entre Ríos,36.03,112.291,23.027,57,5.178,260.0,3950441,Oct-Dic 2014
2014,4,Formosa,17.96,21.245,4.896,1,- 0,65.0,3950441,Oct-Dic 2014
2014,4,Jujuy,19.6,31.349,4.583,22,37,11.0,3950441,Oct-Dic 2014
2014,4,La Pampa,51.27,16.043,34.281,514,5.894,648.0,3950441,Oct-Dic 2014
2014,4,La Rioja,17.01,16.352,- 0,17,- 0,33.0,3950441,Oct-Dic 2014
2014,4,Mendoza,32.64,151.797,13.030,2.534,31,2.222,3950441,Oct-Dic 2014
2014,4,Misiones,24.16,58.435,18.613,16,150,15.0,3950441,Oct-Dic 2014
2014,4,Neuquén,52.55,47.721,31.778,1.014,11.853,3.03,3950441,Oct-Dic 2014
2014,4,Río Negro,45.48,66.307,23.703,901,3.819,1.53,3950441,Oct-Dic 2014
2014,4,Salta,29.53,76.026,17.289,48,6,578.0,3950441,Oct-Dic 2014
2014,4,San Juan,28.04,48.653,451,740,1.202,1.073,3950441,Oct-Dic 2014
2014,4,San Luis,9.79,11.419,926,355,24,423.0,3950441,Oct-Dic 2014
2014,4,Santa Cruz,27.8,17.553,448,388,4.395,2.929,3950441,Oct-Dic 2014
2014,4,Santa Fe,50.0,335.267,183.009,3.205,6.282,1.634,3950441,Oct-Dic 2014
2014,4,Santiago Del Estero,17.27,34.110,4.231,19,920,37.0,3950441,Oct-Dic 2014
2014,4,Tierra Del Fuego,66.14,21.948,3.664,655,1,2.722,3950441,Oct-Dic 2014
2014,4,Tucumán,35.32,137.093,97,116,13,105.0,3950441,Oct-Dic 2014
2014,3,Buenos Aires,56.75,1.562.533,1.110.628,124.474,20.049,31.881,3478638,Jul-Sept 2014
2014,3,Capital Federal,113.8,450.155,833.402,17.886,1.995,14.387,3478638,Jul-Sept 2014
2014,3,Catamarca,24.71,24.380,244,15,- 0,47.0,3478638,Jul-Sept 2014
2014,3,Chaco,21.11,53.321,10.336,29,1,59.0,3478638,Jul-Sept 2014
2014,3,Chubut,40.6,49.219,668,882,11.853,6.515,3478638,Jul-Sept 2014
2014,3,Córdoba,54.23,340.212,240.334,444,4.064,377.0,3478638,Jul-Sept 2014
2014,3,Corrientes,22.79,52.957,9.184,31,1.312,65.0,3478638,Jul-Sept 2014
2014,3,Entre Ríos,34.98,108.907,22.440,48,5.203,135.0,3478638,Jul-Sept 2014
2014,3,Formosa,17.77,21.021,4.836,- 0,- 0,80.0,3478638,Jul-Sept 2014
2014,3,Jujuy,18.37,30.128,3.541,22,37,13.0,3478638,Jul-Sept 2014
2014,3,La Pampa,55.78,16.051,33.940,538,11.219,677.0,3478638,Jul-Sept 2014
2014,3,La Rioja,16.51,15.864,- 0,14,1,37.0,3478638,Jul-Sept 2014
2014,3,Mendoza,32.31,150.120,13.030,2.512,40,2.222,3478638,Jul-Sept 2014
2014,3,Misiones,23.57,56.933,18.373,4,3,14.0,3478638,Jul-Sept 2014
2014,3,Neuquén,56.4,54.458,30.964,1.000,12.858,3.087,3478638,Jul-Sept 2014
2014,3,Río Negro,46.2,65.264,26.590,888,3.533,1.505,3478638,Jul-Sept 2014
2014,3,Salta,29.22,73.828,18.394,43,109,580.0,3478638,Jul-Sept 2014
2014,3,San Juan,27.85,48.272,451,731,1.199,1.126,3478638,Jul-Sept 2014
2014,3,San Luis,9.71,11.303,925,355,25,438.0,3478638,Jul-Sept 2014
2014,3,Santa Cruz,28.23,17.862,492,385,4.273,3.098,3478638,Jul-Sept 2014
2014,3,Santa Fe,49.2,325.577,183.630,4.407,6.540,733.0,3478638,Jul-Sept 2014
2014,3,Santiago Del Estero,16.49,32.820,3.900,19,768,41.0,3478638,Jul-Sept 2014
2014,3,Tierra Del Fuego,65.69,21.840,3.469,650,1,2.832,3478638,Jul-Sept 2014
2014,3,Tucumán,33.94,131.739,97,117,13,100.0,3478638,Jul-Sept 2014
2014,2,Buenos Aires,55.06,1.568.881,1.025.490,120.008,17.020,33.147,3270816,Abr-Jun 2014
2014,2,Capital Federal,113.14,447.637,828.411,17.729,1.883,14.555,3270816,Abr-Jun 2014
2014,2,Catamarca,24.7,24.380,243,17,- 0,43.0,3270816,Abr-Jun 2014
2014,2,Chaco,20.96,53.321,9.870,30,- 0,58.0,3270816,Abr-Jun 2014
2014,2,Chubut,41.41,51.070,649,866,10.960,6.974,3270816,Abr-Jun 2014
2014,2,Córdoba,53.45,337.825,234.729,351,3.673,374.0,3270816,Abr-Jun 2014
2014,2,Corrientes,22.58,52.883,8.680,31,1.309,55.0,3270816,Abr-Jun 2014
2014,2,Entre Ríos,34.69,108.900,21.706,49,4.795,133.0,3270816,Abr-Jun 2014
2014,2,Formosa,17.54,20.894,4.628,- 0,- 0,78.0,3270816,Abr-Jun 2014
2014,2,Jujuy,18.71,30.128,4.161,23,40,9.0,3270816,Abr-Jun 2014
2014,2,La Pampa,49.71,15.957,32.600,513,5.869,689.0,3270816,Abr-Jun 2014
2014,2,La Rioja,16.5,15.864,- 0,14,- 0,34.0,3270816,Abr-Jun 2014
2014,2,Mendoza,32.1,148.979,13.030,2.480,36,2.282,3270816,Abr-Jun 2014
2014,2,Misiones,23.37,56.933,17.594,4,150,8.0,3270816,Abr-Jun 2014
2014,2,Neuquén,50.84,47.767,29.776,997,10.765,2.983,3270816,Abr-Jun 2014
2014,2,Río Negro,45.33,64.920,24.944,876,3.657,1.56,3270816,Abr-Jun 2014
2014,2,Salta,28.91,73.841,17.504,45,7,577.0,3270816,Abr-Jun 2014
2014,2,San Juan,27.78,48.161,451,722,1.139,1.173,3270816,Abr-Jun 2014
2014,2,San Luis,9.72,11.306,925,354,22,448.0,3270816,Abr-Jun 2014
2014,2,Santa Cruz,29.38,18.956,448,381,4.118,3.266,3270816,Abr-Jun 2014
2014,2,Santa Fe,48.39,324.101,178.495,3.085,6.041,636.0,3270816,Abr-Jun 2014
2014,2,Santiago Del Estero,16.7,32.820,4.231,19,907,34.0,3270816,Abr-Jun 2014
2014,2,Tierra Del Fuego,64.36,21.618,3.008,648,1,2.934,3270816,Abr-Jun 2014
2014,2,Tucumán,33.94,131.740,97,121,13,98.0,3270816,Abr-Jun 2014
2014,1,Buenos Aires,54.57,1.567.685,1.000.879,120.960,16.528,33.824,2984054,Ene-Mar 2014
2014,1,Capital Federal,112.25,445.569,820.161,17.767,1.866,14.555,2984054,Ene-Mar 2014
2014,1,Catamarca,24.25,24.126,46,17,- 0,43.0,2984054,Ene-Mar 2014
2014,1,Chaco,20.72,52.971,9.497,30,- 0,58.0,2984054,Ene-Mar 2014
2014,1,Chubut,41.24,51.066,539,866,10.776,6.974,2984054,Ene-Mar 2014
2014,1,Córdoba,52.52,336.841,225.769,347,3.585,368.0,2984054,Ene-Mar 2014
2014,1,Corrientes,22.32,52.565,8.279,31,1.306,55.0,2984054,Ene-Mar 2014
2014,1,Entre Ríos,34.37,107.883,21.379,49,4.887,133.0,2984054,Ene-Mar 2014
2014,1,Formosa,17.42,20.774,4.548,- 0,- 0,100.0,2984054,Ene-Mar 2014
2014,1,Jujuy,18.42,29.765,4.030,23,- 0,9.0,2984054,Ene-Mar 2014
2014,1,La Pampa,48.43,15.826,31.305,513,5.848,701.0,2984054,Ene-Mar 2014
2014,1,La Rioja,16.29,15.663,- 0,14,- 0,34.0,2984054,Ene-Mar 2014
2014,1,Mendoza,31.91,148.970,12.076,2.480,37,2.282,2984054,Ene-Mar 2014
2014,1,Misiones,23.14,56.597,17.191,4,150,8.0,2984054,Ene-Mar 2014
2014,1,Neuquén,49.79,47.790,28.161,997,10.381,3.051,2984054,Ene-Mar 2014
2014,1,Río Negro,44.91,64.886,24.156,876,3.576,1.572,2984054,Ene-Mar 2014
2014,1,Salta,28.7,73.131,17.538,45,8,568.0,2984054,Ene-Mar 2014
2014,1,San Juan,27.6,48.161,434,722,808,1.173,2984054,Ene-Mar 2014
2014,1,San Luis,9.35,11.306,428,354,21,448.0,2984054,Ene-Mar 2014
2014,1,Santa Cruz,28.94,18.927,100,381,4.092,3.264,2984054,Ene-Mar 2014
2014,1,Santa Fe,47.85,322.662,174.296,3.059,5.951,644.0,2984054,Ene-Mar 2014
2014,1,Santiago Del Estero,16.31,32.567,3.598,19,915,34.0,2984054,Ene-Mar 2014
2014,1,Tierra Del Fuego,63.97,21.618,2.837,648,1,2.934,2984054,Ene-Mar 2014
2014,1,Tucumán,33.42,129.717,83,121,13,98.0,2984054,Ene-Mar 2014
